# BUSCO version is: 3.1.0 
# The lineage dataset is: mollusca_odb10 (Creation date: 2019-11-20, number of species: 7, number of BUSCOs: 5295)
# To reproduce this run: python /programs/busco-3.1.0/scripts/run_BUSCO.py -i ./Similis_Trinity.fasta -o trinityBUSCO_Similis -l ./mollusca_odb10/ -m transcriptome -c 22
#
# Busco id	Status	Sequence	Score	Length
7976at6447	Duplicated	TRINITY_DN6538_c0_g1_i7	329.6	247
7976at6447	Duplicated	TRINITY_DN6538_c0_g1_i8	332.5	247
7977at6447	Complete	TRINITY_DN660_c0_g2_i3	348.4	410
7980at6447	Duplicated	TRINITY_DN8275_c0_g1_i2	503.3	687
7980at6447	Duplicated	TRINITY_DN8275_c0_g1_i3	502.2	549
7982at6447	Missing
7983at6447	Complete	TRINITY_DN3080_c0_g1_i1	293.4	148
7984at6447	Duplicated	TRINITY_DN7495_c0_g1_i12	254.5	185
7984at6447	Duplicated	TRINITY_DN7495_c0_g1_i4	254.5	185
7984at6447	Duplicated	TRINITY_DN7495_c0_g1_i8	254.7	185
7985at6447	Complete	TRINITY_DN35912_c0_g3_i1	284.6	158
7987at6447	Complete	TRINITY_DN15034_c0_g1_i1	281.6	170
798at6447	Duplicated	TRINITY_DN46_c0_g2_i1	1338.8	698
798at6447	Duplicated	TRINITY_DN46_c0_g2_i2	1338.6	696
7991at6447	Duplicated	TRINITY_DN16575_c0_g1_i1	270.3	194
7991at6447	Duplicated	TRINITY_DN16575_c0_g1_i2	269.9	194
7997at6447	Complete	TRINITY_DN593_c0_g3_i2	314.0	147
799at6447	Complete	TRINITY_DN1795_c4_g1_i1	905.1	489
8001at6447	Duplicated	TRINITY_DN9738_c0_g1_i2	372.0	296
8001at6447	Duplicated	TRINITY_DN9738_c0_g1_i3	371.2	296
8002at6447	Duplicated	TRINITY_DN245_c0_g2_i3	417.4	569
8002at6447	Duplicated	TRINITY_DN245_c0_g2_i4	418.5	556
8002at6447	Duplicated	TRINITY_DN245_c0_g2_i5	417.5	569
8003at6447	Duplicated	TRINITY_DN20007_c0_g2_i1	245.3	215
8003at6447	Duplicated	TRINITY_DN20007_c0_g2_i2	265.4	222
8007at6447	Complete	TRINITY_DN1052_c0_g1_i1	305.4	204
800at6447	Duplicated	TRINITY_DN8457_c0_g1_i2	540.3	1335
800at6447	Duplicated	TRINITY_DN8457_c0_g1_i3	540.4	1335
8013at6447	Missing
8019at6447	Missing
801at6447	Duplicated	TRINITY_DN16326_c0_g1_i2	1390.2	1990
801at6447	Duplicated	TRINITY_DN16326_c0_g1_i5	1390.1	1990
801at6447	Duplicated	TRINITY_DN16326_c0_g1_i6	1391.1	1990
8020at6447	Duplicated	TRINITY_DN43607_c0_g1_i1	225.1	150
8020at6447	Duplicated	TRINITY_DN43607_c0_g1_i2	225.2	150
8021at6447	Missing
8022at6447	Complete	TRINITY_DN63857_c0_g1_i1	263.8	158
8023at6447	Duplicated	TRINITY_DN4693_c0_g1_i2	522.5	1124
8023at6447	Duplicated	TRINITY_DN4693_c0_g1_i3	519.2	1116
8023at6447	Duplicated	TRINITY_DN4693_c0_g1_i6	550.6	1054
8024at6447	Duplicated	TRINITY_DN1141_c0_g1_i13	236.7	221
8024at6447	Duplicated	TRINITY_DN1141_c0_g1_i2	211.4	175
8024at6447	Duplicated	TRINITY_DN1141_c0_g1_i7	230.3	198
8025at6447	Complete	TRINITY_DN78695_c0_g1_i1	304.5	237
8026at6447	Complete	TRINITY_DN1666_c0_g1_i1	311.3	211
8029at6447	Duplicated	TRINITY_DN27486_c0_g1_i1	292.4	262
8029at6447	Duplicated	TRINITY_DN27486_c0_g1_i3	258.7	214
8029at6447	Duplicated	TRINITY_DN27486_c0_g1_i5	293.1	262
802at6447	Duplicated	TRINITY_DN3020_c0_g1_i1	1224.6	623
802at6447	Duplicated	TRINITY_DN3020_c0_g1_i2	1245.3	610
802at6447	Duplicated	TRINITY_DN3020_c0_g1_i5	1245.3	610
8031at6447	Duplicated	TRINITY_DN53096_c0_g1_i1	222.2	318
8031at6447	Duplicated	TRINITY_DN53096_c0_g1_i12	222.2	318
8031at6447	Duplicated	TRINITY_DN53096_c0_g1_i7	222.2	318
8037at6447	Missing
8038at6447	Duplicated	TRINITY_DN1701_c0_g1_i1	348.6	229
8038at6447	Duplicated	TRINITY_DN1701_c0_g1_i7	349.4	209
8042at6447	Duplicated	TRINITY_DN12641_c0_g2_i2	259.7	152
8042at6447	Duplicated	TRINITY_DN12641_c0_g2_i3	258.3	152
8042at6447	Duplicated	TRINITY_DN12641_c0_g2_i7	258.2	152
8044at6447	Complete	TRINITY_DN3507_c0_g1_i1	299.2	175
8046at6447	Duplicated	TRINITY_DN3625_c0_g1_i1	344.0	300
8046at6447	Duplicated	TRINITY_DN3625_c0_g1_i3	341.8	323
8046at6447	Duplicated	TRINITY_DN3625_c0_g1_i7	343.9	300
8047at6447	Complete	TRINITY_DN18863_c0_g1_i1	250.3	172
8048at6447	Duplicated	TRINITY_DN8555_c0_g1_i1	332.1	215
8048at6447	Duplicated	TRINITY_DN8555_c0_g1_i2	319.6	203
804at6447	Complete	TRINITY_DN10609_c0_g1_i4	1360.6	723
8050at6447	Duplicated	TRINITY_DN18269_c1_g1_i1	233.4	175
8050at6447	Duplicated	TRINITY_DN18269_c1_g1_i2	255.4	186
8053at6447	Duplicated	TRINITY_DN25994_c0_g1_i2	342.7	231
8053at6447	Duplicated	TRINITY_DN25994_c0_g1_i3	342.5	231
8053at6447	Duplicated	TRINITY_DN25994_c0_g1_i4	399.1	261
8054at6447	Duplicated	TRINITY_DN570_c0_g2_i2	239.5	444
8054at6447	Duplicated	TRINITY_DN570_c0_g2_i3	239.4	444
8058at6447	Duplicated	TRINITY_DN17606_c0_g1_i1	425.1	276
8058at6447	Duplicated	TRINITY_DN17606_c0_g1_i4	425.2	276
8058at6447	Duplicated	TRINITY_DN17606_c0_g1_i5	425.2	276
8061at6447	Missing
8067at6447	Duplicated	TRINITY_DN328_c0_g1_i1	121.1	68
8067at6447	Duplicated	TRINITY_DN328_c0_g1_i2	121.3	68
8068at6447	Duplicated	TRINITY_DN2900_c0_g1_i1	289.5	149
8068at6447	Duplicated	TRINITY_DN2900_c0_g1_i2	289.3	149
8068at6447	Duplicated	TRINITY_DN2900_c0_g1_i3	289.5	149
8069at6447	Complete	TRINITY_DN13613_c2_g1_i1	243.4	162
8070at6447	Duplicated	TRINITY_DN9739_c0_g1_i1	239.2	128
8070at6447	Duplicated	TRINITY_DN9739_c0_g1_i2	239.4	128
8070at6447	Duplicated	TRINITY_DN9739_c0_g1_i4	214.2	129
8072at6447	Missing
8073at6447	Duplicated	TRINITY_DN1062_c1_g1_i1	269.4	189
8073at6447	Duplicated	TRINITY_DN1062_c1_g1_i2	269.4	189
8073at6447	Duplicated	TRINITY_DN1062_c1_g1_i3	271.1	189
8074at6447	Complete	TRINITY_DN40150_c0_g1_i1	151.0	167
8077at6447	Missing
807at6447	Duplicated	TRINITY_DN369_c1_g1_i2	1379.8	1013
807at6447	Duplicated	TRINITY_DN369_c1_g1_i3	1379.4	1013
807at6447	Duplicated	TRINITY_DN369_c1_g1_i5	1377.8	1013
8080at6447	Complete	TRINITY_DN13175_c0_g1_i1	283.7	227
8081at6447	Missing
8083at6447	Missing
8085at6447	Missing
8087at6447	Missing
8088at6447	Duplicated	TRINITY_DN8767_c0_g2_i1	294.5	326
8088at6447	Duplicated	TRINITY_DN8767_c0_g2_i2	294.5	326
808at6447	Duplicated	TRINITY_DN1802_c1_g1_i2	1071.5	827
808at6447	Duplicated	TRINITY_DN1802_c1_g1_i3	1071.5	827
808at6447	Duplicated	TRINITY_DN1802_c1_g1_i8	1154.7	903
8090at6447	Duplicated	TRINITY_DN14901_c0_g1_i1	353.9	306
8090at6447	Duplicated	TRINITY_DN14901_c0_g1_i2	373.4	880
8090at6447	Duplicated	TRINITY_DN14901_c0_g1_i5	353.5	766
8091at6447	Duplicated	TRINITY_DN6683_c0_g1_i1	674.1	1274
8091at6447	Duplicated	TRINITY_DN6683_c0_g1_i4	674.1	1274
8092at6447	Complete	TRINITY_DN3501_c0_g1_i1	298.8	199
8093at6447	Complete	TRINITY_DN21400_c0_g1_i1	259.1	187
8094at6447	Missing
8095at6447	Duplicated	TRINITY_DN113_c1_g1_i1	256.7	124
8095at6447	Duplicated	TRINITY_DN113_c1_g1_i2	257.0	124
8096at6447	Complete	TRINITY_DN16881_c0_g1_i1	271.1	258
8097at6447	Duplicated	TRINITY_DN2730_c1_g1_i1	257.1	137
8097at6447	Duplicated	TRINITY_DN2730_c1_g1_i2	256.9	137
8097at6447	Duplicated	TRINITY_DN2730_c1_g1_i3	256.8	137
809at6447	Complete	TRINITY_DN16201_c0_g1_i1	1331.8	751
80at6447	Missing
8101at6447	Complete	TRINITY_DN51756_c0_g1_i1	268.4	163
8103at6447	Complete	TRINITY_DN4573_c2_g1_i1	313.9	334
8105at6447	Duplicated	TRINITY_DN6699_c0_g1_i6	271.8	295
8105at6447	Duplicated	TRINITY_DN6699_c0_g1_i7	271.7	295
8105at6447	Duplicated	TRINITY_DN6699_c0_g1_i9	248.2	261
8108at6447	Duplicated	TRINITY_DN9103_c1_g1_i1	239.6	203
8108at6447	Duplicated	TRINITY_DN9103_c1_g1_i2	240.0	203
8115at6447	Duplicated	TRINITY_DN5488_c1_g1_i4	378.6	275
8115at6447	Duplicated	TRINITY_DN5488_c1_g1_i8	377.4	275
8116at6447	Duplicated	TRINITY_DN20514_c0_g1_i1	274.6	260
8116at6447	Duplicated	TRINITY_DN20514_c0_g1_i4	268.9	320
8120at6447	Complete	TRINITY_DN21283_c0_g2_i2	454.6	442
8122at6447	Duplicated	TRINITY_DN16753_c2_g1_i1	412.7	507
8122at6447	Duplicated	TRINITY_DN16753_c2_g1_i6	412.6	507
8124at6447	Missing
8125at6447	Complete	TRINITY_DN36951_c0_g1_i1	339.6	397
8126at6447	Duplicated	TRINITY_DN41010_c0_g1_i1	261.2	178
8126at6447	Duplicated	TRINITY_DN41010_c0_g1_i4	288.9	211
8127at6447	Missing
8128at6447	Duplicated	TRINITY_DN13661_c0_g1_i3	313.0	260
8128at6447	Duplicated	TRINITY_DN13661_c0_g1_i8	314.3	261
8129at6447	Duplicated	TRINITY_DN26451_c0_g1_i1	328.0	257
8129at6447	Duplicated	TRINITY_DN26451_c0_g1_i2	328.2	257
8132at6447	Missing
8133at6447	Missing
8136at6447	Missing
8140at6447	Duplicated	TRINITY_DN27787_c0_g3_i1	225.3	144
8140at6447	Duplicated	TRINITY_DN27787_c0_g3_i2	225.2	144
8140at6447	Duplicated	TRINITY_DN27787_c0_g3_i3	225.2	144
8144at6447	Fragmented	TRINITY_DN26414_c0_g1_i1	191.1	140
8146at6447	Duplicated	TRINITY_DN38943_c0_g1_i1	285.3	236
8146at6447	Duplicated	TRINITY_DN38943_c0_g1_i2	318.5	275
8147at6447	Complete	TRINITY_DN5811_c1_g1_i6	371.0	294
8149at6447	Complete	TRINITY_DN3614_c0_g1_i1	320.3	271
8150at6447	Duplicated	TRINITY_DN1719_c0_g1_i1	251.5	164
8150at6447	Duplicated	TRINITY_DN1719_c0_g1_i4	251.5	164
8151at6447	Duplicated	TRINITY_DN12437_c0_g1_i2	310.7	300
8151at6447	Duplicated	TRINITY_DN12437_c0_g1_i3	306.3	287
8154at6447	Duplicated	TRINITY_DN5461_c0_g1_i2	292.1	225
8154at6447	Duplicated	TRINITY_DN5461_c0_g1_i6	292.1	225
8154at6447	Duplicated	TRINITY_DN5461_c0_g1_i7	293.4	190
8155at6447	Missing
8159at6447	Duplicated	TRINITY_DN10349_c0_g1_i10	432.3	413
8159at6447	Duplicated	TRINITY_DN10349_c0_g1_i2	431.9	413
815at6447	Complete	TRINITY_DN833_c2_g1_i1	1535.5	926
8161at6447	Duplicated	TRINITY_DN14884_c0_g1_i1	362.5	260
8161at6447	Duplicated	TRINITY_DN14884_c0_g1_i2	362.5	260
8164at6447	Duplicated	TRINITY_DN6164_c0_g1_i1	299.6	353
8164at6447	Duplicated	TRINITY_DN6164_c0_g1_i2	299.6	353
8165at6447	Duplicated	TRINITY_DN3480_c0_g2_i1	429.6	454
8165at6447	Duplicated	TRINITY_DN3480_c0_g2_i2	416.5	439
8172at6447	Complete	TRINITY_DN845_c1_g1_i1	279.2	139
8173at6447	Duplicated	TRINITY_DN11633_c0_g1_i1	211.9	130
8173at6447	Duplicated	TRINITY_DN11633_c0_g1_i2	212.0	130
8176at6447	Duplicated	TRINITY_DN4954_c0_g1_i1	297.0	184
8176at6447	Duplicated	TRINITY_DN4954_c0_g1_i2	296.9	184
8180at6447	Complete	TRINITY_DN13715_c0_g1_i1	391.2	269
8181at6447	Complete	TRINITY_DN5669_c1_g1_i1	310.4	191
8183at6447	Duplicated	TRINITY_DN1658_c0_g1_i12	366.9	290
8183at6447	Duplicated	TRINITY_DN1658_c0_g1_i13	321.7	273
8183at6447	Duplicated	TRINITY_DN1658_c0_g1_i6	366.7	290
8186at6447	Missing
8188at6447	Duplicated	TRINITY_DN3663_c0_g2_i1	437.4	355
8188at6447	Duplicated	TRINITY_DN3663_c0_g2_i2	437.6	355
818at6447	Complete	TRINITY_DN3200_c0_g1_i7	1422.7	1079
8196at6447	Duplicated	TRINITY_DN830_c0_g1_i5	280.5	196
8196at6447	Duplicated	TRINITY_DN830_c0_g1_i7	280.3	196
8196at6447	Duplicated	TRINITY_DN830_c0_g1_i9	280.5	196
8199at6447	Complete	TRINITY_DN22153_c0_g1_i1	323.5	207
8200at6447	Complete	TRINITY_DN14877_c2_g1_i2	367.4	240
8205at6447	Complete	TRINITY_DN51270_c0_g1_i1	247.8	162
8208at6447	Duplicated	TRINITY_DN14821_c0_g1_i5	259.6	162
8208at6447	Duplicated	TRINITY_DN14821_c0_g1_i6	259.5	162
8209at6447	Complete	TRINITY_DN3660_c0_g1_i1	298.9	216
8210at6447	Duplicated	TRINITY_DN10093_c0_g1_i1	298.4	231
8210at6447	Duplicated	TRINITY_DN10093_c0_g1_i2	298.4	231
8213at6447	Duplicated	TRINITY_DN5499_c0_g1_i2	329.6	338
8213at6447	Duplicated	TRINITY_DN5499_c0_g1_i3	309.9	294
8213at6447	Duplicated	TRINITY_DN5499_c0_g1_i5	329.7	338
8215at6447	Duplicated	TRINITY_DN58942_c0_g3_i1	233.7	220
8215at6447	Duplicated	TRINITY_DN58942_c0_g3_i2	234.3	244
8218at6447	Complete	TRINITY_DN18359_c0_g1_i1	263.8	266
8220at6447	Complete	TRINITY_DN59247_c0_g1_i1	251.4	192
8221at6447	Complete	TRINITY_DN16959_c0_g1_i2	366.6	252
8224at6447	Duplicated	TRINITY_DN12730_c0_g1_i1	420.8	773
8224at6447	Duplicated	TRINITY_DN12730_c0_g1_i3	402.5	749
8224at6447	Duplicated	TRINITY_DN12730_c0_g1_i4	420.8	773
8228at6447	Duplicated	TRINITY_DN1998_c1_g1_i1	462.2	668
8228at6447	Duplicated	TRINITY_DN1998_c1_g1_i4	461.2	613
8228at6447	Duplicated	TRINITY_DN1998_c1_g1_i5	463.3	616
822at6447	Duplicated	TRINITY_DN2217_c0_g2_i1	1220.7	794
822at6447	Duplicated	TRINITY_DN2217_c0_g2_i2	1085.8	703
822at6447	Duplicated	TRINITY_DN2217_c0_g2_i3	1088.0	703
8232at6447	Missing
8233at6447	Duplicated	TRINITY_DN12347_c0_g1_i1	230.6	152
8233at6447	Duplicated	TRINITY_DN12347_c0_g1_i2	230.7	152
8235at6447	Duplicated	TRINITY_DN8133_c0_g1_i1	341.0	188
8235at6447	Duplicated	TRINITY_DN8133_c0_g1_i2	339.5	188
8236at6447	Complete	TRINITY_DN66895_c0_g1_i1	204.8	193
8237at6447	Duplicated	TRINITY_DN47032_c0_g1_i1	236.6	169
8237at6447	Duplicated	TRINITY_DN47032_c0_g1_i2	264.9	215
8238at6447	Duplicated	TRINITY_DN8863_c0_g1_i1	260.3	274
8238at6447	Duplicated	TRINITY_DN8863_c0_g1_i2	260.3	274
8238at6447	Duplicated	TRINITY_DN8863_c0_g1_i3	260.3	274
823at6447	Duplicated	TRINITY_DN13739_c0_g1_i1	1282.4	697
823at6447	Duplicated	TRINITY_DN13739_c0_g1_i3	1282.5	697
823at6447	Duplicated	TRINITY_DN13739_c0_g1_i9	1282.6	697
8240at6447	Missing
8243at6447	Complete	TRINITY_DN69107_c0_g1_i1	267.5	141
8244at6447	Complete	TRINITY_DN22349_c0_g1_i1	273.9	158
8245at6447	Duplicated	TRINITY_DN462_c2_g1_i1	221.5	217
8245at6447	Duplicated	TRINITY_DN462_c2_g1_i2	221.7	190
8247at6447	Duplicated	TRINITY_DN4749_c0_g1_i1	239.3	198
8247at6447	Duplicated	TRINITY_DN4749_c0_g1_i3	238.2	222
8247at6447	Duplicated	TRINITY_DN4749_c0_g1_i4	238.2	222
8248at6447	Complete	TRINITY_DN68981_c0_g1_i1	320.8	213
8250at6447	Complete	TRINITY_DN28785_c0_g1_i1	235.8	134
8253at6447	Complete	TRINITY_DN39437_c0_g2_i1	257.3	196
8255at6447	Missing
8258at6447	Missing
8259at6447	Missing
8260at6447	Fragmented	TRINITY_DN20538_c0_g2_i1	226.0	139
8262at6447	Duplicated	TRINITY_DN2060_c3_g1_i1	216.6	246
8262at6447	Duplicated	TRINITY_DN2060_c3_g1_i3	215.6	202
8262at6447	Duplicated	TRINITY_DN2060_c3_g1_i7	213.2	202
8263at6447	Complete	TRINITY_DN62156_c0_g1_i1	276.8	208
8264at6447	Missing
8265at6447	Duplicated	TRINITY_DN4782_c0_g1_i10	233.0	153
8265at6447	Duplicated	TRINITY_DN4782_c0_g1_i7	233.0	153
8268at6447	Complete	TRINITY_DN1917_c2_g2_i2	252.0	172
826at6447	Complete	TRINITY_DN6667_c0_g1_i6	496.4	705
8271at6447	Duplicated	TRINITY_DN22363_c0_g1_i4	282.4	195
8271at6447	Duplicated	TRINITY_DN22363_c0_g1_i6	282.7	195
8271at6447	Duplicated	TRINITY_DN22363_c0_g1_i9	283.4	196
8275at6447	Duplicated	TRINITY_DN5901_c0_g1_i1	408.4	380
8275at6447	Duplicated	TRINITY_DN5901_c0_g1_i2	405.6	375
8277at6447	Complete	TRINITY_DN10666_c0_g1_i1	283.8	207
827at6447	Missing
8280at6447	Complete	TRINITY_DN8347_c0_g2_i1	335.3	244
8281at6447	Missing
8284at6447	Complete	TRINITY_DN9583_c0_g1_i2	212.9	216
8288at6447	Complete	TRINITY_DN69669_c0_g1_i1	253.4	131
8289at6447	Missing
828at6447	Missing
8290at6447	Complete	TRINITY_DN2673_c0_g1_i1	199.1	147
8291at6447	Duplicated	TRINITY_DN4982_c0_g1_i2	292.5	162
8291at6447	Duplicated	TRINITY_DN4982_c0_g1_i7	292.7	162
8291at6447	Duplicated	TRINITY_DN4982_c0_g1_i8	292.6	162
8292at6447	Fragmented	TRINITY_DN11621_c0_g1_i1	155.0	101
8293at6447	Complete	TRINITY_DN67017_c0_g1_i1	272.8	197
8294at6447	Complete	TRINITY_DN49459_c0_g1_i1	264.3	177
8297at6447	Missing
8298at6447	Duplicated	TRINITY_DN30529_c0_g1_i3	279.0	209
8298at6447	Duplicated	TRINITY_DN30529_c0_g1_i4	279.2	209
8298at6447	Duplicated	TRINITY_DN30529_c0_g1_i5	278.8	209
8299at6447	Duplicated	TRINITY_DN141_c0_g1_i3	212.2	206
8299at6447	Duplicated	TRINITY_DN141_c0_g1_i6	212.3	206
8299at6447	Duplicated	TRINITY_DN141_c0_g1_i8	212.3	206
82at6447	Missing
8302at6447	Missing
8307at6447	Duplicated	TRINITY_DN20671_c0_g1_i1	359.3	266
8307at6447	Duplicated	TRINITY_DN20671_c0_g1_i2	359.6	266
8308at6447	Duplicated	TRINITY_DN8766_c0_g1_i3	470.6	513
8308at6447	Duplicated	TRINITY_DN8766_c0_g1_i8	470.2	513
8308at6447	Duplicated	TRINITY_DN8766_c0_g1_i9	406.3	407
830at6447	Duplicated	TRINITY_DN11175_c0_g1_i1	1487.5	771
830at6447	Duplicated	TRINITY_DN11175_c0_g1_i2	1486.9	771
8315at6447	Missing
8316at6447	Missing
8319at6447	Duplicated	TRINITY_DN10740_c0_g2_i1	558.3	764
8319at6447	Duplicated	TRINITY_DN10740_c0_g2_i2	558.4	764
831at6447	Fragmented	TRINITY_DN21752_c0_g2_i1	1000.2	636
8320at6447	Duplicated	TRINITY_DN4553_c0_g1_i3	177.7	116
8320at6447	Duplicated	TRINITY_DN4553_c0_g1_i5	177.6	116
8320at6447	Duplicated	TRINITY_DN4553_c0_g1_i8	177.3	116
8322at6447	Duplicated	TRINITY_DN730_c0_g1_i1	275.8	163
8322at6447	Duplicated	TRINITY_DN730_c0_g1_i3	276.0	163
8322at6447	Duplicated	TRINITY_DN730_c0_g2_i1	273.1	163
8323at6447	Missing
8324at6447	Missing
8325at6447	Complete	TRINITY_DN13932_c0_g1_i1	240.4	171
8326at6447	Missing
8331at6447	Complete	TRINITY_DN9255_c0_g1_i6	333.3	233
8334at6447	Complete	TRINITY_DN80_c1_g2_i2	429.1	336
8335at6447	Duplicated	TRINITY_DN1638_c0_g1_i4	339.2	239
8335at6447	Duplicated	TRINITY_DN1638_c0_g1_i5	339.2	239
8335at6447	Duplicated	TRINITY_DN1638_c0_g1_i7	342.6	212
8339at6447	Complete	TRINITY_DN9655_c0_g1_i1	364.0	269
8341at6447	Duplicated	TRINITY_DN1127_c0_g1_i1	224.0	179
8341at6447	Duplicated	TRINITY_DN1127_c0_g1_i2	232.1	179
8341at6447	Duplicated	TRINITY_DN1127_c0_g1_i4	232.1	199
8343at6447	Complete	TRINITY_DN23624_c0_g1_i1	271.3	170
8344at6447	Missing
8348at6447	Missing
8352at6447	Duplicated	TRINITY_DN9808_c0_g1_i2	342.8	236
8352at6447	Duplicated	TRINITY_DN9808_c0_g1_i4	361.5	266
8357at6447	Duplicated	TRINITY_DN6489_c0_g1_i2	236.4	275
8357at6447	Duplicated	TRINITY_DN6489_c0_g1_i3	238.0	290
8361at6447	Missing
8363at6447	Complete	TRINITY_DN17929_c0_g1_i1	292.7	148
8364at6447	Duplicated	TRINITY_DN25162_c0_g1_i2	310.6	330
8364at6447	Duplicated	TRINITY_DN25162_c0_g1_i5	310.0	272
8364at6447	Duplicated	TRINITY_DN25162_c0_g1_i6	310.2	272
8365at6447	Complete	TRINITY_DN32524_c0_g1_i1	283.2	151
8366at6447	Complete	TRINITY_DN587_c0_g2_i1	327.2	181
8368at6447	Complete	TRINITY_DN10341_c0_g1_i4	241.9	214
8369at6447	Duplicated	TRINITY_DN1437_c1_g1_i1	312.2	208
8369at6447	Duplicated	TRINITY_DN1437_c1_g1_i2	310.8	208
836at6447	Duplicated	TRINITY_DN8701_c1_g1_i2	1232.1	697
836at6447	Duplicated	TRINITY_DN8701_c1_g1_i4	1232.3	697
836at6447	Duplicated	TRINITY_DN8701_c1_g1_i5	1232.5	697
8373at6447	Duplicated	TRINITY_DN494_c0_g1_i1	346.1	252
8373at6447	Duplicated	TRINITY_DN494_c0_g1_i3	346.1	252
8373at6447	Duplicated	TRINITY_DN494_c0_g1_i4	343.8	277
8377at6447	Complete	TRINITY_DN5569_c0_g3_i2	263.6	298
8378at6447	Missing
837at6447	Missing
8386at6447	Missing
8389at6447	Complete	TRINITY_DN2146_c0_g1_i1	259.5	183
838at6447	Complete	TRINITY_DN18371_c0_g2_i2	1048.8	676
8390at6447	Missing
8391at6447	Duplicated	TRINITY_DN190_c0_g1_i11	296.7	203
8391at6447	Duplicated	TRINITY_DN190_c0_g1_i12	296.8	203
8391at6447	Duplicated	TRINITY_DN190_c0_g1_i6	297.4	203
8393at6447	Complete	TRINITY_DN43434_c0_g1_i2	275.5	200
8394at6447	Duplicated	TRINITY_DN20354_c0_g1_i3	454.9	585
8394at6447	Duplicated	TRINITY_DN20354_c0_g1_i5	452.0	605
8396at6447	Missing
8397at6447	Missing
8399at6447	Complete	TRINITY_DN7119_c0_g1_i2	324.7	308
8402at6447	Duplicated	TRINITY_DN21224_c0_g1_i2	318.1	609
8402at6447	Duplicated	TRINITY_DN21224_c0_g1_i6	318.1	608
8402at6447	Duplicated	TRINITY_DN21224_c0_g1_i7	318.1	608
8405at6447	Duplicated	TRINITY_DN3930_c0_g1_i1	183.8	254
8405at6447	Duplicated	TRINITY_DN3930_c0_g1_i3	176.3	302
8407at6447	Duplicated	TRINITY_DN6761_c0_g1_i4	511.2	902
8407at6447	Duplicated	TRINITY_DN6761_c0_g1_i6	530.3	874
8408at6447	Complete	TRINITY_DN46089_c0_g1_i1	304.3	295
8411at6447	Missing
8412at6447	Duplicated	TRINITY_DN14573_c1_g1_i1	278.5	140
8412at6447	Duplicated	TRINITY_DN14573_c1_g1_i2	278.4	140
8412at6447	Duplicated	TRINITY_DN14573_c1_g1_i4	278.9	140
8413at6447	Complete	TRINITY_DN13379_c1_g1_i1	241.4	189
8415at6447	Missing
8419at6447	Duplicated	TRINITY_DN14343_c1_g1_i2	256.5	341
8419at6447	Duplicated	TRINITY_DN14343_c1_g1_i3	257.1	341
8419at6447	Duplicated	TRINITY_DN14343_c1_g1_i4	256.5	341
841at6447	Duplicated	TRINITY_DN2799_c1_g1_i1	716.5	328
841at6447	Duplicated	TRINITY_DN2799_c1_g1_i2	716.5	328
8420at6447	Duplicated	TRINITY_DN5711_c0_g4_i2	240.9	351
8420at6447	Duplicated	TRINITY_DN5711_c0_g4_i3	240.8	351
8420at6447	Duplicated	TRINITY_DN5711_c0_g4_i4	240.7	324
8421at6447	Missing
8422at6447	Fragmented	TRINITY_DN49629_c0_g1_i1	192.8	111
8424at6447	Complete	TRINITY_DN8993_c0_g1_i1	264.4	145
8426at6447	Complete	TRINITY_DN37500_c0_g4_i1	237.7	163
8427at6447	Complete	TRINITY_DN3308_c0_g2_i1	343.5	200
8428at6447	Missing
8429at6447	Duplicated	TRINITY_DN7798_c0_g1_i1	318.2	193
8429at6447	Duplicated	TRINITY_DN7798_c0_g1_i6	317.9	193
8429at6447	Duplicated	TRINITY_DN7798_c0_g1_i7	318.0	193
842at6447	Complete	TRINITY_DN1087_c0_g2_i1	895.0	803
8432at6447	Duplicated	TRINITY_DN10091_c0_g1_i1	347.8	232
8432at6447	Duplicated	TRINITY_DN10091_c0_g1_i6	347.8	232
8432at6447	Duplicated	TRINITY_DN10091_c0_g1_i8	347.7	232
8433at6447	Complete	TRINITY_DN15250_c0_g1_i2	500.0	438
8434at6447	Duplicated	TRINITY_DN16398_c0_g1_i1	353.1	263
8434at6447	Duplicated	TRINITY_DN16398_c0_g1_i2	353.1	263
8435at6447	Complete	TRINITY_DN4861_c0_g1_i4	448.1	345
8440at6447	Duplicated	TRINITY_DN11768_c0_g1_i1	235.7	336
8440at6447	Duplicated	TRINITY_DN11768_c0_g1_i2	247.7	327
8440at6447	Duplicated	TRINITY_DN11768_c0_g1_i3	247.7	327
8441at6447	Duplicated	TRINITY_DN4251_c0_g1_i1	318.3	279
8441at6447	Duplicated	TRINITY_DN4251_c0_g1_i2	317.0	233
8441at6447	Duplicated	TRINITY_DN4251_c0_g1_i6	318.1	279
8446at6447	Missing
8447at6447	Missing
8449at6447	Duplicated	TRINITY_DN1221_c0_g1_i3	257.5	442
8449at6447	Duplicated	TRINITY_DN1221_c0_g1_i6	257.5	442
8449at6447	Duplicated	TRINITY_DN1221_c0_g1_i9	258.5	442
8450at6447	Complete	TRINITY_DN1197_c1_g4_i1	200.9	220
8453at6447	Missing
8455at6447	Missing
8460at6447	Complete	TRINITY_DN74666_c0_g1_i1	212.5	148
8464at6447	Complete	TRINITY_DN3398_c0_g1_i1	299.7	178
8466at6447	Duplicated	TRINITY_DN2421_c1_g1_i1	299.3	186
